3	-1.552	-0.168
4	 1.291	-3.245
1	 1.639	 1.609
3	-2.682	 0.052
1	 2.468	 2.568
4	 3.806	-3.941
3	-2.663	-0.095
4	 0.390	-0.863
1	 2.418	 1.597
4	 0.464	-2.271
1	 2.007	 2.117
2	-1.491	 3.904
4	-1.743	-2.638
3	-2.155	 0.294
4	-1.741	 0.130
4	-0.673	-4.185
4	 1.808	 0.044
1	 1.833	 1.777
2	-1.889	 2.949
1	 1.659	 1.775
2	-0.204	 5.420
1	 1.186	 2.353
1	 1.981	 2.367
1	 2.135	 2.100
4	 0.780	-4.296
2	-1.180	 2.738
1	 1.888	 1.626
3	-1.965	 0.431
3	-1.427	-0.927
4	 0.585	-2.740
2	-1.184	 4.681
2	-1.673	 2.170
1	 1.719	 1.718
2	 0.040	 2.532
1	 1.641	 3.099
3	-1.967	-0.711
4	 2.373	-3.791
2	-1.477	 2.312
4	 0.672	 1.097
1	 1.712	 1.819
2	-2.232	 0.545
2	-1.595	 5.007
2	-1.324	 2.307
4	 2.644	-1.698
2	-0.586	 3.329
4	-1.265	-0.919
2	-2.269	 3.543
2	-0.986	 2.323
2	-1.554	 3.966
2	-0.773	 3.173
4	 0.108	-2.508
1	 1.950	 1.639
3	-2.582	-0.861
4	 2.272	-3.684
4	 1.897	-0.326
2	-1.161	 3.864
2	-2.210	 3.109
4	 1.198	-4.007
4	-2.049	-2.893
4	 1.048	-5.318
4	-1.431	-0.605
4	 0.072	-2.601
4	 1.467	-2.162
2	-2.791	 3.905
4	-0.130	 4.271
4	 1.713	-2.535
3	-2.171	-0.096
4	 4.419	-1.208
2	-1.783	 1.350
2	-1.153	 3.833
1	 2.135	 2.397
2	-1.841	 0.415
2	-1.753	 2.950
1	 1.683	 2.076
2	-2.568	 2.221
3	-2.051	 0.451
2	-0.234	 2.911
2	-0.491	 4.472
3	-2.184	-1.132
2	-0.966	 3.970
1	 1.692	 1.448
2	-1.427	 4.817
3	-2.075	 0.637
4	 3.665	-5.894
2	-0.881	 2.363
4	-1.632	-1.664
1	 1.502	 2.028
4	 2.597	-0.744
4	 0.372	-2.200
2	-2.365	 1.384
1	 2.396	 2.448
4	 3.437	-1.917
2	-2.189	 4.363
4	 0.852	-2.009
1	 1.693	 1.560
1	 2.126	 1.466
3	-1.806	-0.363
4	 0.212	-5.728
2	-1.966	 3.427
2	 0.193	 3.392
2	-1.215	 3.304
4	-2.937	-2.467
2	-0.404	 1.974
1	 1.432	 2.340
4	-0.824	-1.908
2	-2.274	 3.003
2	-1.911	 2.114
4	-1.016	-3.639
2	-2.926	 1.939
2	 0.945	 4.139
2	-2.555	 2.519
3	-1.787	 0.106
3	-1.983	 0.399
4	 1.051	-2.142
4	 1.779	 0.626
4	 1.821	-0.779
2	-2.531	 2.660
4	 0.762	-1.568
1	 1.387	 1.723
2	-0.369	 4.152
3	-1.137	-0.593
1	 1.950	 1.376
4	-0.631	-0.865
1	 2.805	 1.320
4	 0.422	-1.872
1	 2.368	 1.411
4	-1.089	-2.228
4	-1.577	-3.409
2	-1.042	 3.824
4	-0.459	-4.488
4	 1.215	-0.194
2	-2.294	 3.542
1	 2.088	 1.787
2	 1.037	 2.549
2	 0.423	 3.103
4	 2.605	-1.097
4	-0.808	-3.349
1	 2.658	 1.528
3	-1.712	-0.685
4	 3.126	-4.662
1	 2.891	 2.225
2	-1.326	 2.580
4	 0.723	-2.257
4	 0.830	-1.612
4	 0.182	-1.255
2	-2.072	 3.115
2	-1.424	 3.391
2	-1.908	 3.413
1	 2.417	 2.796
4	 3.576	 0.551
2	-0.504	 3.419
4	 1.456	-1.752
1	 1.940	 2.423
2	-2.695	 1.512
2	-1.520	 3.465
1	 2.140	 2.260
2	-1.948	 3.452
1	 2.602	 1.519
4	-0.343	-0.990
4	 3.620	-1.396
2	-2.323	 3.530
2	-1.853	 2.446
4	 3.631	-1.244
4	-1.963	-1.606
4	 0.489	-2.105
3	-0.931	-0.703
1	 3.184	 1.929
4	 1.878	-0.705
1	 1.820	 1.908
2	-1.627	 3.631
2	-2.569	 1.701
1	 2.389	 2.490
4	 2.505	-4.367
2	-0.609	 3.361
1	 2.453	 1.755
1	 1.823	 1.225
2	-1.308	 2.997
4	 2.316	-5.335
1	 1.838	 2.980
2	-0.939	 3.483
2	-1.830	 1.172
3	-1.753	 0.184
4	 1.296	-7.681
3	-1.888	 0.805
2	-1.252	 1.864
1	 2.273	 1.660
4	-2.909	-1.174
2	-2.393	 3.454
4	-2.158	-1.624
3	-2.429	 1.116
4	 0.591	-3.760
4	 0.987	-0.550
4	-0.258	-2.205
2	-1.422	 1.323
1	 1.962	 2.712
2	-3.168	 4.342
1	 2.190	 2.568
1	 1.836	 2.091
1	 1.934	 1.709
2	-1.800	 4.373
1	 2.675	 1.396
2	-1.626	 3.591
4	 0.433	-0.722
4	-0.667	-0.042
3	-1.417	 0.509
4	 1.793	-4.502
1	 2.582	 2.136
1	 2.256	 0.926
2	-0.001	 2.554
4	 3.976	-2.279
1	 1.444	 1.662
2	-3.308	 2.369
1	 1.832	 1.722
2	-1.887	 3.171
4	 2.579	-4.258
2	-2.040	 0.508
2	-1.388	 0.747
4	 2.464	-2.871
3	-1.638	 0.758
1	 1.663	 2.362
1	 2.283	 2.261
2	-0.924	 2.520
2	 0.546	 2.070
2	-1.418	 3.530
1	 1.684	 1.548
2	 0.077	 2.961
4	-0.313	-5.349
4	 2.367	 0.876
2	-0.321	 3.472
4	 1.780	-4.985
2	-2.295	 3.347
4	 4.163	-6.771
3	-1.696	 0.122
4	 6.081	-1.170
4	 3.322	-5.330
2	-2.749	 3.999
3	-1.776	 0.227
4	 0.301	-2.316
4	 3.622	-6.026
2	-0.260	 3.937
1	 1.895	 2.241
1	 2.992	 1.248
4	 1.923	-2.085
3	-2.189	-0.132
2	-2.506	 2.146
2	-1.532	 2.735
4	 3.595	 1.959
1	 1.365	 2.411
4	 2.282	-2.837
2	-1.834	 2.509
4	-2.382	-4.341
3	-1.967	 0.933
2	-0.665	 1.142
4	 1.888	-2.553
2	-1.221	 2.341
4	-0.350	-3.095
4	-0.720	-0.250
4	 0.298	 0.776
3	-0.182	-0.931
2	-2.199	 3.054
4	-2.533	-3.307
1	 2.033	 1.629
1	 2.975	 2.428
1	 2.156	 2.407
2	-3.146	 2.260
1	 1.231	 2.129
4	-2.036	-2.260
4	 0.248	-1.785
4	-3.043	-1.920
1	 1.974	 2.761
4	-3.468	-6.118
1	 2.166	 2.452
4	-0.506	-2.916
2	-1.731	 2.170
2	-0.700	 3.118
2	-2.190	 1.235
4	 0.747	-3.151
1	 0.834	 2.381
2	-3.292	 3.587
4	 0.764	-3.372
4	-0.257	-2.087
2	-2.129	 3.063
1	 1.878	 2.163
4	 3.986	-3.721
1	 2.545	 1.266
2	-0.850	 3.490
4	 0.941	 0.872
4	 1.001	-3.993
1	 1.974	 2.084
4	 1.729	-2.823
3	-2.028	 0.627
2	-0.331	 1.707
3	-1.518	 1.230
4	 3.024	 0.744
2	 0.120	 2.310
4	-2.802	-5.501
2	-0.801	 2.827
2	-2.364	 3.481
2	-2.043	 3.147
2	-2.363	 2.378
2	-0.947	 2.828
2	-0.863	 4.251
1	 2.702	 1.235
4	-1.781	 0.167
1	 1.791	 2.765
2	-2.091	 2.272
2	-1.189	 0.786
1	 1.863	 2.249
4	 1.254	-7.283
4	 0.612	-2.012
4	-1.068	-3.940
2	 0.620	 3.697
4	-0.857	 1.313
2	-0.396	 2.543
2	 0.780	 2.940
4	-0.012	-4.718
2	-2.288	 2.614
1	 2.147	 2.299
4	 4.835	-0.283
4	 0.250	-4.055
4	-0.362	-0.883
1	 1.828	 1.746
2	-1.978	 3.521
4	 1.236	-2.176
4	 1.164	-0.897
3	-1.768	 0.474
4	-1.407	-4.343
4	 3.541	-2.811
2	-0.896	 2.137
4	 2.812	-0.395
4	 0.329	-4.742
2	-0.323	 3.521
4	 1.102	-1.072
2	-1.445	 3.629
2	-0.560	 3.712
2	-2.003	 4.151
2	-1.275	 3.668
2	-1.522	 2.200
1	 1.441	 2.390
1	 2.270	 2.709
1	 2.212	 2.450
